date,net_bps,n_positions,is_active
2021-01-01,0.0,0.0,False
2021-01-02,0.0,0.0,False
2021-01-03,0.0,0.0,False
2021-01-04,0.0,0.0,False
2021-01-05,0.0,0.0,False
2021-01-06,0.0,0.0,False
2021-01-07,0.0,0.0,False
2021-01-08,0.0,0.0,False
2021-01-09,0.0,0.0,False
2021-01-10,0.0,0.0,False
2021-01-11,0.0,0.0,False
2021-01-12,0.0,0.0,False
2021-01-13,0.0,0.0,False
2021-01-14,0.0,0.0,False
2021-01-15,0.0,0.0,False
2021-01-16,0.0,0.0,False
2021-01-17,0.0,0.0,False
2021-01-18,0.0,0.0,False
2021-01-19,0.0,0.0,False
2021-01-20,0.0,0.0,False
2021-01-21,0.0,0.0,False
2021-01-22,429.627229061342,2.0,True
2021-01-23,61.41226150578572,2.0,True
2021-01-24,552.116215806194,2.0,True
2021-01-25,817.5768515494965,2.0,True
2021-01-26,-1356.6107129220743,2.0,True
2021-01-27,695.141634157497,2.0,True
2021-01-28,150.61068413158154,2.0,True
2021-01-29,444.0473563254601,2.0,True
2021-01-30,1285.7309373487692,2.0,True
2021-01-31,548.0115979608449,2.0,True
2021-02-01,188.2335054370179,2.0,True
2021-02-02,212.24475913632102,2.0,True
2021-02-03,191.22952397471215,2.0,True
2021-02-04,757.189873417721,2.0,True
2021-02-05,-732.0376601892873,2.0,True
2021-02-06,-389.9762766830337,2.0,True
2021-02-07,536.118936719905,2.0,True
2021-02-08,615.0996383309895,2.0,True
2021-02-09,261.09879823618814,2.0,True
2021-02-10,990.8798356108008,2.0,True
2021-02-11,88.47950057737219,2.0,True
2021-02-12,191.56482066876282,2.0,True
2021-02-13,-357.5827030094256,2.0,True
2021-02-14,-607.2804575831328,2.0,True
2021-02-15,27.451626326529208,2.0,True
2021-02-16,204.9189821545574,2.0,True
2021-02-17,871.8590168808562,2.0,True
2021-02-18,190.5975738966905,2.0,True
2021-02-19,-457.84981008512614,2.0,True
2021-02-20,139.33609311664895,2.0,True
2021-02-21,-1229.6980604107946,2.0,True
2021-02-22,-1445.9594882958481,2.0,True
2021-02-23,-138.610558797537,2.0,True
2021-02-24,-1290.1764923177525,2.0,True
2021-02-25,-17.26098984383894,2.0,True
2021-02-26,375.4321164284682,2.0,True
2021-02-27,-271.65699100484534,2.0,True
2021-02-28,936.6503299059207,2.0,True
2021-03-01,604.1790665925481,2.0,True
2021-03-02,717.8338950256605,2.0,True
2021-03-03,24.006374302450638,2.0,True
2021-03-04,130.00688786585192,2.0,True
2021-03-05,127.01451083616112,2.0,True
2021-03-06,635.0935563401341,2.0,True
2021-03-07,76.42349661100911,2.0,True
2021-03-08,1281.541098201944,2.0,True
2021-03-09,-650.1651154613767,2.0,True
2021-03-10,678.2714358495681,2.0,True
2021-03-11,-549.8352236626445,2.0,True
2021-03-12,1124.2754365082144,2.0,True
